-5.887446867206615480e+02,-5.716379605850971757e+02,1.694213971614407512e+02
8.820997794334655282e+02,-5.897044596669003340e+02,1.738877497855467880e+02
-9.465194407337638722e+02,6.935684380352546441e+02,1.340904647772705403e+02
5.662546654368084091e+02,-1.852317315700113909e+02,9.413135380638908600e+01
-1.659613391980516610e+02,-8.467303750746336277e+01,7.598720463354268873e+01
-7.515856257156605125e+01,8.228249680542846818e+02,1.521416679992842376e+02
9.612442709597866042e+02,-9.296825271820185890e+02,1.767867294997829788e+02
8.199553817025040416e+02,-5.989141532256086293e+02,1.704661770223338522e+02
-3.477287798207384526e+02,9.087856066965775881e+02,1.312683960631267723e+02
9.561734656614164578e+02,3.182950123429839664e+02,9.717228442289174950e+01
-2.630386090407466213e+02,7.803332531083635786e+02,1.839080491250280147e+02
3.769266277101241940e+02,-5.547339767427698689e+02,2.279064837611001906e+02
-7.237521466580010099e+01,5.308988732147143992e+02,2.213390427281075290e+02
-9.204679874856989272e+02,-8.001451786504732411e+01,9.952986241002096790e+01
9.559337679528285889e+02,-9.515188288185545389e+02,1.731537324283162320e+02
-2.243764952765494627e+02,-3.865201285610173727e+02,2.354815089155991927e+02
-1.125504281254476950e+02,5.303886560966788011e+02,2.023988120472688195e+02
-8.850742774045423857e+02,-6.162395763840855807e+02,1.713590374224697257e+02
-1.884771851244884147e+02,-5.741112138761496908e+02,2.144152877733432945e+02
2.560394235157197045e+02,-6.778481763384982060e+02,1.780898659154590291e+02
-6.075948811761155639e+02,2.801931450885646200e+02,9.070194394559875661e+01
-2.436080134740861070e+02,2.334695089298770654e+02,8.501410209235108084e+01
1.161930393490027171e+02,4.321395883580896111e+02,8.519865245110217700e+01
8.205563254234657506e+02,1.750085677539554467e+02,9.221344315809810155e+01
-3.033793309673656040e+02,-5.512441075045386469e+02,2.259832261169583205e+02
-2.480794649091899728e+00,-4.937592963585115626e+02,2.376917401893128670e+02
-4.928551393260925124e+02,-7.046637768304617566e+02,1.680247341136486909e+02
6.855554568951340570e+02,-4.696334095438059819e+01,9.233361983429374220e+01
7.314608657387535686e+02,3.235713627997149615e+02,8.959285110763357807e+01
3.320396026433350016e+02,-1.656089176625514767e+02,1.361341685623114586e+02
-8.914174267201202611e+02,-4.316786473079283724e+02,1.328174688653109001e+02
-8.864188734808500385e+02,3.094431620316426574e+02,9.175868736112725799e+01
3.314599063294401162e+02,4.937833718007156563e+02,9.341645618741986823e+01
3.602301996380184050e+02,-2.076158543425905521e+02,1.684560951040798784e+02
6.489215165588379932e+02,-6.884290866082383218e+02,1.763358280171781587e+02
5.421763735386635972e+02,9.213867331615763305e+02,9.891098453038082994e+01
-2.038616766628134087e+02,-1.513237410878533922e+02,1.224549184556720292e+02
5.664372966341135225e+02,-6.342830689587237885e+02,1.687724129864579083e+02
6.124341089599882935e+02,-3.894069687939906999e+02,1.616747178664794546e+02
5.911434523065639723e+01,-5.207469405361550798e+02,2.375582629424912682e+02
2.373051199316198563e+02,7.494545042519405342e+02,9.208759128985933273e+01
3.651818742317076953e+02,3.209385515500669044e+02,8.575106071119583362e+01
3.998276738994974835e+02,9.923284909098035769e+02,9.867149911730022893e+01
-8.029125014636022115e+02,3.790689680771426424e+02,9.500654399918836646e+01
2.855867945768712843e+02,9.476703064963962788e+02,9.322273052781373792e+01
-8.786055585508582908e+02,6.737386602659225900e+02,1.332872762590905609e+02
-8.294020877221535102e+02,-9.610657177271731371e+02,1.808972348388002445e+02
-8.094717772725754230e+02,2.835379744649690679e+02,9.655630302836253520e+01
-3.126880380543983620e+02,-3.248882017119392458e+02,2.274695670646479755e+02
-5.876085004310404969e+01,2.415374860494063967e+02,8.171775729027694979e+01
-5.416534046283289854e+02,3.945794605630434830e+02,1.480368697063477725e+02
-4.817316986870436608e+02,8.079664556247605560e+02,1.678158917082450898e+02
-6.790511692220637769e+02,-1.755225271549030310e+02,8.956270607388947269e+01
-4.663396476310967955e+02,-2.872714498044270925e+01,8.898302315273839724e+01
-4.357374972221885514e+02,6.529770324749850943e+02,2.092837708926047071e+02
1.953756334285812102e+02,-3.282220309501362294e+02,2.368712847550489471e+02
-9.387136928565713561e+02,1.789286706950790062e+02,9.457753964721393913e+01
2.320154137946064452e+02,-9.580664242634737775e+02,1.712245589052799630e+02
-4.041400367464880219e+02,8.775998536383400506e+01,8.803481381876619594e+01
6.955956356447712778e+02,-6.813485959610223972e+02,1.779551401559378974e+02
6.880309796321872682e+02,7.157499707068069483e+02,9.725091728585184114e+01
-4.052970844950043556e+02,9.339480606800796068e+02,1.353439467116965886e+02
-3.386904747098631105e+02,7.408170830065838572e+02,2.109749070860299298e+02
-5.088981360688846962e+02,7.551889631785413712e+02,2.102867304598770488e+02
7.588653448631930587e+02,-5.589736470262389503e+02,1.752334676132443008e+02
8.649980639306786543e+02,-6.032668242160054888e+02,1.798968776606710094e+02
-4.950294615933845535e+02,-9.155787310501151524e+02,1.782670275663759583e+02
-8.290811787231943981e+02,7.817361428873143723e+02,1.337916285936194072e+02
-8.927998517248494181e+02,8.330192579801276054e+01,1.000952438825524666e+02
6.320958278502723715e+02,-6.810786816987935026e+02,1.766358824160548693e+02
1.472944209252860048e+02,-2.788438394046024200e+02,2.137449607807988343e+02
-6.061318038960050671e+02,-7.606579499703432248e+02,1.767086486218963728e+02
1.133819448029029786e+02,-1.617978500608361401e+02,1.308622331263555623e+02
9.795781776337197471e+02,7.072272974421673553e+02,9.442743615822783454e+01
9.221131407884446389e+02,9.150590406234775855e+02,9.689529437959126312e+01
-7.881313176075965998e+01,-2.552279479900902857e+02,1.967859508567629518e+02
-9.667075132740159233e+02,5.893609870059191280e+02,1.016773507830504855e+02
-5.942040402505011087e+00,-9.126863163585860548e+02,1.676474366320798310e+02
-2.941199989947158429e+02,-1.006510731067713493e+02,8.498288587258068105e+01
-7.688656170075403224e+02,8.615524676894557388e+02,1.303133429279127995e+02
4.273429716952368267e+02,1.592911815589137632e+02,8.670011916524885009e+01
4.124705235659513960e+02,3.362938974424365597e+02,9.323166614345490188e+01
-8.492213547890969494e+02,-7.420397178285292057e+02,1.689946423322046201e+02
1.774977624236557858e+02,-2.866864631369181211e+02,2.266974699790688703e+02
8.185718091640272860e+02,5.349411343159235912e+02,9.453842693280952858e+01
3.089376971116794834e+02,9.098721932830840160e+02,9.473335416273243936e+01
7.685194892127475441e+02,-4.015796469091548033e+02,1.354223892360297725e+02
-4.409283556254697487e+02,7.387790309387609113e+02,2.112151627899974073e+02
1.608058980628823633e+02,3.322840407877163216e+02,8.255288767602321798e+01
7.677841525517801529e+02,1.812868810103807107e+02,9.762375598640569763e+01
8.868894294639966347e+02,-2.018582867922622484e+02,9.694066854082481655e+01
9.016854104490927284e+02,-7.296272187898273387e+02,1.772848152390397161e+02
1.685867904655080451e+01,-5.817492383228070594e+02,2.119923123266775633e+02
-6.548585692627119670e+02,-9.241895956362579909e+02,1.697212064469865140e+02
8.682013562982340318e+02,-3.378583139200377445e+02,1.011267987358344840e+02
-1.554116719634934896e+02,-2.446393954803240831e+02,1.889538363134903705e+02
2.831182236535052539e+02,5.756240628937359105e+01,8.066014695508195587e+01
5.485714740844871358e+02,-3.930285487166394205e+02,1.690346418299286029e+02
-6.236370341568311915e+02,-3.901178714778063750e+01,8.488291993690502579e+01
-7.249213171149633581e+02,8.846808965896082100e+02,1.351293981727132518e+02
-4.974046464816488538e+02,5.970642547059168237e+02,2.091841295926440694e+02
5.894524834082468487e+02,3.338073522565541111e+02,8.960425357987139705e+01
-6.833079036919469900e+02,-8.121446372590091300e+01,8.529269520931265447e+01
-3.176831132755277736e+02,-8.670115904665493645e+02,1.673280079844390684e+02
4.061128731017242899e+02,-5.981026182678970144e+02,2.052547313956553410e+02
-9.890582958080307208e+02,-4.039561780965856883e+02,1.049544856970742330e+02
-6.231665420135960858e+02,1.304621347305179313e+01,9.469182190661798870e+01
-7.682747975554910909e+02,-3.960581234089121949e+02,1.360905083622285474e+02
4.210451172760884901e+02,-5.815008491550374856e+02,1.995667579456798535e+02
-3.411771135586953960e+02,-2.821725212914656140e+02,2.282301795719451150e+02
-6.934807451553781448e+02,7.933502782499346040e+02,1.330065396123694654e+02
-7.725866903561169465e+02,1.513230314397619907e+02,9.292109872333975318e+01
9.311675953278868292e+02,5.951196491354493219e+02,9.600726379576352087e+01
-4.367710531031234495e+02,-6.171672854417275857e+02,1.682670687950796662e+02
-4.987004704578463929e+02,-7.106293109376289294e+02,1.719633793758868876e+02
3.834054072810808407e+02,4.988130253556321918e+02,8.792488994143543835e+01
-1.070972152856453086e+01,9.479651237227939191e+02,1.175274031986846524e+02
-4.141539290807105544e+02,-5.766719114008716360e+02,2.031217304606830396e+02
9.681872523454942439e+02,-7.690206506277037306e+02,1.771535159528492045e+02
-3.373613944354010528e+02,2.804298920983667927e+02,8.515759646900113466e+01
2.306565266509863363e+02,9.570030868730508473e+02,9.850799138746714334e+01
1.718119310517685108e+02,7.868936363983204956e+02,9.506813461809409205e+01
6.278155213014468927e+02,-8.876464593345465346e+02,1.788923301339237071e+02
-6.554249567591383538e+02,-8.387714906078183503e+02,1.744487885904721054e+02
